product_key,product_id,product_number,product_name,category_id,category,subcategory,cost,maintenance,start_date
258,569,BK-T18Y-50,Touring-3000 Yellow- 50,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
259,570,BK-T18Y-54,Touring-3000 Yellow- 54,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
260,571,BK-T18Y-58,Touring-3000 Yellow- 58,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
261,572,BK-T18Y-62,Touring-3000 Yellow- 62,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
262,573,BK-T79U-46,Touring-1000 Blue- 46,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
263,574,BK-T79U-50,Touring-1000 Blue- 50,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
264,575,BK-T79U-54,Touring-1000 Blue- 54,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
265,576,BK-T79U-60,Touring-1000 Blue- 60,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
266,577,BK-T44U-46,Touring-2000 Blue- 46,BI_TB,Bikes,Touring Bikes,755,Yes,2013-07-01
267,578,BK-T44U-50,Touring-2000 Blue- 50,BI_TB,Bikes,Touring Bikes,755,Yes,2013-07-01
268,579,BK-T44U-54,Touring-2000 Blue- 54,BI_TB,Bikes,Touring Bikes,755,Yes,2013-07-01
269,580,BK-R79Y-40,Road-350-W Yellow- 40,BI_RB,Bikes,Road Bikes,1083,Yes,2013-07-01
270,581,BK-R79Y-42,Road-350-W Yellow- 42,BI_RB,Bikes,Road Bikes,1083,Yes,2013-07-01
271,582,BK-R79Y-44,Road-350-W Yellow- 44,BI_RB,Bikes,Road Bikes,1083,Yes,2013-07-01
272,583,BK-R79Y-48,Road-350-W Yellow- 48,BI_RB,Bikes,Road Bikes,1083,Yes,2013-07-01
273,584,BK-R19B-58,Road-750 Black- 58,BI_RB,Bikes,Road Bikes,344,Yes,2013-07-01
274,585,BK-T18U-44,Touring-3000 Blue- 44,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
275,586,BK-T18U-50,Touring-3000 Blue- 50,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
276,587,BK-M38S-38,Mountain-400-W Silver- 38,BI_MB,Bikes,Mountain Bikes,420,Yes,2013-07-01
277,588,BK-M38S-40,Mountain-400-W Silver- 40,BI_MB,Bikes,Mountain Bikes,420,Yes,2013-07-01
278,589,BK-M38S-42,Mountain-400-W Silver- 42,BI_MB,Bikes,Mountain Bikes,420,Yes,2013-07-01
279,590,BK-M38S-46,Mountain-400-W Silver- 46,BI_MB,Bikes,Mountain Bikes,420,Yes,2013-07-01
280,591,BK-M18S-40,Mountain-500 Silver- 40,BI_MB,Bikes,Mountain Bikes,308,Yes,2013-07-01
281,592,BK-M18S-42,Mountain-500 Silver- 42,BI_MB,Bikes,Mountain Bikes,308,Yes,2013-07-01
282,593,BK-M18S-44,Mountain-500 Silver- 44,BI_MB,Bikes,Mountain Bikes,308,Yes,2013-07-01
283,594,BK-M18S-48,Mountain-500 Silver- 48,BI_MB,Bikes,Mountain Bikes,308,Yes,2013-07-01
284,595,BK-M18S-52,Mountain-500 Silver- 52,BI_MB,Bikes,Mountain Bikes,308,Yes,2013-07-01
285,596,BK-M18B-40,Mountain-500 Black- 40,BI_MB,Bikes,Mountain Bikes,295,Yes,2013-07-01
286,597,BK-M18B-42,Mountain-500 Black- 42,BI_MB,Bikes,Mountain Bikes,295,Yes,2013-07-01
287,598,BK-M18B-44,Mountain-500 Black- 44,BI_MB,Bikes,Mountain Bikes,295,Yes,2013-07-01
288,599,BK-M18B-48,Mountain-500 Black- 48,BI_MB,Bikes,Mountain Bikes,295,Yes,2013-07-01
289,600,BK-M18B-52,Mountain-500 Black- 52,BI_MB,Bikes,Mountain Bikes,295,Yes,2013-07-01
290,601,BB-7421,LL Bottom Bracket,CO_BB,Components,Bottom Brackets,24,Yes,2013-07-01
291,602,BB-8107,ML Bottom Bracket,CO_BB,Components,Bottom Brackets,45,Yes,2013-07-01
292,603,BB-9108,HL Bottom Bracket,CO_BB,Components,Bottom Brackets,54,Yes,2013-07-01
293,604,BK-R19B-44,Road-750 Black- 44,BI_RB,Bikes,Road Bikes,344,Yes,2013-07-01
294,605,BK-R19B-48,Road-750 Black- 48,BI_RB,Bikes,Road Bikes,344,Yes,2013-07-01
295,606,BK-R19B-52,Road-750 Black- 52,BI_RB,Bikes,Road Bikes,344,Yes,2013-07-01
