order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,qunatity,price
SO57207,166,4377,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57208,167,10754,2013-04-30,2013-05-07,2013-05-12,10,1,10
SO57208,161,10754,2013-04-30,2013-05-07,2013-05-12,64,1,64
SO57208,166,10754,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57209,167,5951,2013-04-30,2013-05-07,2013-05-12,10,1,10
SO57209,166,5951,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57209,8,5951,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57210,167,9531,2013-04-30,2013-05-07,2013-05-12,10,1,10
SO57210,166,9531,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57210,3,9531,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57210,178,9531,2013-04-30,2013-05-07,2013-05-12,54,1,54
SO57211,164,16402,2013-04-30,2013-05-07,2013-05-12,70,1,70
SO57212,166,16023,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57213,166,15174,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57214,217,10692,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57214,7,10692,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57215,217,3920,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57215,169,3920,2013-04-30,2013-05-07,2013-05-12,2,1,2
SO57216,217,15700,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57216,4,15700,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57216,154,15700,2013-04-30,2013-05-07,2013-05-12,24,1,24
SO57217,224,5305,2013-04-30,2013-05-07,2013-05-12,25,1,25
SO57217,155,5305,2013-04-30,2013-05-07,2013-05-12,24,1,24
SO57218,228,8924,2013-04-30,2013-05-07,2013-05-12,25,1,25
SO57219,218,12966,2013-04-30,2013-05-07,2013-05-12,4,1,4
SO57219,7,12966,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57220,230,12746,2013-04-30,2013-05-07,2013-05-12,29,1,29
SO57220,219,12746,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57220,169,12746,2013-04-30,2013-05-07,2013-05-12,2,1,2
SO57220,173,12746,2013-04-30,2013-05-07,2013-05-12,8,1,8
SO57221,230,18437,2013-04-30,2013-05-07,2013-05-12,29,1,29
SO57222,226,15,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57222,217,15,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57222,4,15,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57222,155,15,2013-04-30,2013-05-07,2013-05-12,24,1,24
SO57223,174,3091,2013-04-30,2013-05-07,2013-05-12,22,1,22
SO57223,160,3091,2013-04-30,2013-05-07,2013-05-12,64,1,64
SO57224,174,2188,2013-04-30,2013-05-07,2013-05-12,22,1,22
SO57224,173,2188,2013-04-30,2013-05-07,2013-05-12,8,1,8
SO57225,88,9383,2013-04-30,2013-05-07,2013-05-12,2443,1,2443
SO57225,229,9383,2013-04-30,2013-05-07,2013-05-12,33,1,33
SO57225,218,9383,2013-04-30,2013-05-07,2013-05-12,4,1,4
SO57225,169,9383,2013-04-30,2013-05-07,2013-05-12,2,1,2
SO57226,287,8163,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57226,166,8163,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57226,8,8163,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57226,167,8163,2013-04-30,2013-05-07,2013-05-12,10,1,10
SO57227,77,3119,2013-04-30,2013-05-07,2013-05-12,2320,1,2320
SO57227,169,3119,2013-04-30,2013-05-07,2013-05-12,2,1,2
SO57228,76,774,2013-04-30,2013-05-07,2013-05-12,2320,1,2320
SO57228,174,774,2013-04-30,2013-05-07,2013-05-12,22,1,22
SO57228,161,774,2013-04-30,2013-05-07,2013-05-12,64,1,64
SO57229,271,8564,2013-04-30,2013-05-07,2013-05-12,1701,1,1701
SO57229,177,8564,2013-04-30,2013-05-07,2013-05-12,54,1,54
SO57230,273,11175,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57230,156,11175,2013-04-30,2013-05-07,2013-05-12,24,1,24
SO57231,293,10002,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57231,3,10002,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57232,295,10362,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57232,168,10362,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57232,166,10362,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57233,90,8788,2013-04-30,2013-05-07,2013-05-12,2443,1,2443
SO57233,229,8788,2013-04-30,2013-05-07,2013-05-12,33,1,33
SO57234,88,8790,2013-04-30,2013-05-07,2013-05-12,2443,1,2443
SO57234,229,8790,2013-04-30,2013-05-07,2013-05-12,33,1,33
SO57234,218,8790,2013-04-30,2013-05-07,2013-05-12,4,1,4
SO57235,258,17872,2013-04-30,2013-05-07,2013-05-12,742,1,742
SO57235,7,17872,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57235,8,17872,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57235,10,17872,2013-04-30,2013-05-07,2013-05-12,50,1,50
SO57236,252,13355,2013-04-30,2013-05-07,2013-05-12,2384,1,2384
SO57236,230,13355,2013-04-30,2013-05-07,2013-05-12,29,1,29
SO57236,219,13355,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57237,295,11900,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57237,227,11900,2013-04-30,2013-05-07,2013-05-12,21,1,21
SO57237,218,11900,2013-04-30,2013-05-07,2013-05-12,4,1,4
SO57237,3,11900,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57238,96,9025,2013-04-30,2013-05-07,2013-05-12,1120,1,1120
SO57238,7,9025,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57239,293,15843,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57240,294,239,2013-04-30,2013-05-07,2013-05-12,540,1,540
SO57240,168,239,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57240,166,239,2013-04-30,2013-05-07,2013-05-12,5,1,5
SO57240,8,239,2013-04-30,2013-05-07,2013-05-12,9,1,9
SO57241,265,3977,2013-04-30,2013-05-07,2013-05-12,2384,1,2384
SO57241,3,3977,2013-04-30,2013-05-07,2013-05-12,35,1,35
SO57242,80,1308,2013-05-01,2013-05-08,2013-05-13,2295,1,2295
SO57242,167,1308,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57242,166,1308,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57242,7,1308,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57243,77,1302,2013-05-01,2013-05-08,2013-05-13,2320,1,2320
SO57243,169,1302,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57244,168,506,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57244,166,506,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57244,8,506,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57245,225,4641,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57245,169,4641,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57246,225,4435,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57247,166,13471,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57247,3,13471,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57248,166,11949,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57248,3,11949,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57249,9,2964,2013-05-01,2013-05-08,2013-05-13,50,1,50
SO57249,155,2964,2013-05-01,2013-05-08,2013-05-13,24,1,24
SO57250,176,6480,2013-05-01,2013-05-08,2013-05-13,55,1,55
SO57250,173,6480,2013-05-01,2013-05-08,2013-05-13,8,1,8
SO57251,90,1633,2013-05-01,2013-05-08,2013-05-13,2443,1,2443
SO57251,229,1633,2013-05-01,2013-05-08,2013-05-13,33,1,33
SO57252,277,7005,2013-05-01,2013-05-08,2013-05-13,769,1,769
SO57252,10,7005,2013-05-01,2013-05-08,2013-05-13,50,1,50
SO57253,3,224,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57254,169,505,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57255,218,164,2013-05-01,2013-05-08,2013-05-13,4,1,4
SO57256,218,18110,2013-05-01,2013-05-08,2013-05-13,4,1,4
SO57256,169,18110,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57257,228,16215,2013-05-01,2013-05-08,2013-05-13,25,1,25
SO57257,218,16215,2013-05-01,2013-05-08,2013-05-13,4,1,4
SO57257,175,16215,2013-05-01,2013-05-08,2013-05-13,159,1,159
SO57258,219,216,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57259,224,14339,2013-05-01,2013-05-08,2013-05-13,25,1,25
SO57259,169,14339,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57260,217,186,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57260,224,186,2013-05-01,2013-05-08,2013-05-13,25,1,25
SO57261,224,14843,2013-05-01,2013-05-08,2013-05-13,25,1,25
SO57261,169,14843,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57262,225,12283,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57262,217,12283,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57262,169,12283,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57263,225,11757,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57263,217,11757,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57263,4,11757,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57264,229,13531,2013-05-01,2013-05-08,2013-05-13,33,1,33
SO57264,218,13531,2013-05-01,2013-05-08,2013-05-13,4,1,4
SO57265,217,12589,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57265,225,12589,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57265,169,12589,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57266,167,9510,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57267,167,9488,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57268,164,9307,2013-05-01,2013-05-08,2013-05-13,70,1,70
SO57269,166,7511,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57270,163,8544,2013-05-01,2013-05-08,2013-05-13,70,1,70
SO57270,162,8544,2013-05-01,2013-05-08,2013-05-13,64,1,64
SO57271,217,12049,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57271,174,12049,2013-05-01,2013-05-08,2013-05-13,22,1,22
SO57271,154,12049,2013-05-01,2013-05-08,2013-05-13,24,1,24
SO57272,166,6163,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57272,7,6163,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57273,217,4401,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57274,164,2550,2013-05-01,2013-05-08,2013-05-13,70,1,70
SO57274,154,2550,2013-05-01,2013-05-08,2013-05-13,24,1,24
SO57275,217,5465,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57276,218,7007,2013-05-01,2013-05-08,2013-05-13,4,1,4
SO57276,7,7007,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57277,227,15875,2013-05-01,2013-05-08,2013-05-13,21,1,21
SO57277,169,15875,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57278,166,11832,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57278,3,11832,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57279,219,5059,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57279,169,5059,2013-05-01,2013-05-08,2013-05-13,2,1,2
SO57280,219,5252,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57281,226,79,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57282,226,1150,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57282,217,1150,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57282,7,1150,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57283,167,2600,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57283,166,2600,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57284,168,353,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57284,166,353,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57285,285,8162,2013-05-01,2013-05-08,2013-05-13,540,1,540
SO57285,174,8162,2013-05-01,2013-05-08,2013-05-13,22,1,22
SO57285,167,8162,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57285,166,8162,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57285,173,8162,2013-05-01,2013-05-08,2013-05-13,8,1,8
SO57286,279,3344,2013-05-01,2013-05-08,2013-05-13,769,1,769
SO57286,164,3344,2013-05-01,2013-05-08,2013-05-13,70,1,70
SO57287,77,2238,2013-05-01,2013-05-08,2013-05-13,2320,1,2320
SO57287,167,2238,2013-05-01,2013-05-08,2013-05-13,10,1,10
SO57287,166,2238,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57288,79,2278,2013-05-01,2013-05-08,2013-05-13,2295,1,2295
SO57288,174,2278,2013-05-01,2013-05-08,2013-05-13,22,1,22
SO57289,76,2378,2013-05-01,2013-05-08,2013-05-13,2320,1,2320
SO57290,79,2461,2013-05-01,2013-05-08,2013-05-13,2295,1,2295
SO57291,254,1392,2013-05-01,2013-05-08,2013-05-13,742,1,742
SO57291,7,1392,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57292,276,3307,2013-05-01,2013-05-08,2013-05-13,769,1,769
SO57292,225,3307,2013-05-01,2013-05-08,2013-05-13,30,1,30
SO57292,217,3307,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57292,7,3307,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57293,251,5,2013-05-01,2013-05-08,2013-05-13,2384,1,2384
SO57293,4,5,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57294,75,30,2013-05-01,2013-05-08,2013-05-13,2320,1,2320
SO57294,7,30,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57294,178,30,2013-05-01,2013-05-08,2013-05-13,54,1,54
SO57295,75,1689,2013-05-01,2013-05-08,2013-05-13,2320,1,2320
SO57295,174,1689,2013-05-01,2013-05-08,2013-05-13,22,1,22
SO57295,3,1689,2013-05-01,2013-05-08,2013-05-13,35,1,35
SO57296,264,14060,2013-05-01,2013-05-08,2013-05-13,2384,1,2384
SO57296,180,14060,2013-05-01,2013-05-08,2013-05-13,54,1,54
SO57296,156,14060,2013-05-01,2013-05-08,2013-05-13,24,1,24
SO57297,95,12778,2013-05-01,2013-05-08,2013-05-13,1120,1,1120
SO57297,10,12778,2013-05-01,2013-05-08,2013-05-13,50,1,50
SO57297,170,12778,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57298,293,11588,2013-05-01,2013-05-08,2013-05-13,540,1,540
SO57298,168,11588,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57299,253,1649,2013-05-01,2013-05-08,2013-05-13,2384,1,2384
SO57299,230,1649,2013-05-01,2013-05-08,2013-05-13,29,1,29
SO57299,156,1649,2013-05-01,2013-05-08,2013-05-13,24,1,24
SO57299,219,1649,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57300,253,4927,2013-05-01,2013-05-08,2013-05-13,2384,1,2384
SO57300,230,4927,2013-05-01,2013-05-08,2013-05-13,29,1,29
SO57300,219,4927,2013-05-01,2013-05-08,2013-05-13,5,1,5
SO57300,8,4927,2013-05-01,2013-05-08,2013-05-13,9,1,9
SO57301,95,13915,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57301,218,13915,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57301,228,13915,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57302,93,13917,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57302,166,13917,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57302,168,13917,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57302,4,13917,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57303,94,13920,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57303,228,13920,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57303,218,13920,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57303,8,13920,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57303,180,13920,2013-05-02,2013-05-09,2013-05-14,54,1,54
SO57304,94,13921,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57304,7,13921,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57305,93,13363,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57305,228,13363,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57305,218,13363,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57305,173,13363,2013-05-02,2013-05-09,2013-05-14,8,1,8
SO57306,97,13366,2013-05-02,2013-05-09,2013-05-14,1120,1,1120
SO57306,218,13366,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57306,228,13366,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57307,80,1227,2013-05-02,2013-05-09,2013-05-14,2295,1,2295
SO57307,167,1227,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57307,8,1227,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57307,166,1227,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57308,173,531,2013-05-02,2013-05-09,2013-05-14,8,1,8
SO57309,224,3069,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57309,169,3069,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57310,217,4829,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57310,225,4829,2013-05-02,2013-05-09,2013-05-14,30,1,30
SO57310,166,4829,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57310,167,4829,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57311,218,14032,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57311,227,14032,2013-05-02,2013-05-09,2013-05-14,21,1,21
SO57312,164,15159,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57312,155,15159,2013-05-02,2013-05-09,2013-05-14,24,1,24
SO57313,163,2156,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57313,162,2156,2013-05-02,2013-05-09,2013-05-14,64,1,64
SO57314,90,5412,2013-05-02,2013-05-09,2013-05-14,2443,1,2443
SO57314,4,5412,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57315,91,12926,2013-05-02,2013-05-09,2013-05-14,2443,1,2443
SO57315,166,12926,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57315,168,12926,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57316,179,726,2013-05-02,2013-05-09,2013-05-14,54,1,54
SO57317,8,1093,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57318,10,520,2013-05-02,2013-05-09,2013-05-14,50,1,50
SO57319,218,201,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57319,227,201,2013-05-02,2013-05-09,2013-05-14,21,1,21
SO57319,4,201,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57320,219,16195,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57320,230,16195,2013-05-02,2013-05-09,2013-05-14,29,1,29
SO57320,4,16195,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57320,171,16195,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57321,230,16073,2013-05-02,2013-05-09,2013-05-14,29,1,29
SO57321,169,16073,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57322,230,15698,2013-05-02,2013-05-09,2013-05-14,29,1,29
SO57323,229,332,2013-05-02,2013-05-09,2013-05-14,33,1,33
SO57323,169,332,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57324,224,620,2013-05-02,2013-05-09,2013-05-14,25,1,25
SO57324,217,620,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57324,4,620,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57325,225,11736,2013-05-02,2013-05-09,2013-05-14,30,1,30
SO57325,217,11736,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57326,225,12513,2013-05-02,2013-05-09,2013-05-14,30,1,30
SO57327,229,13630,2013-05-02,2013-05-09,2013-05-14,33,1,33
SO57327,218,13630,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57327,162,13630,2013-05-02,2013-05-09,2013-05-14,64,1,64
SO57328,166,10777,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57328,167,10777,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57328,8,10777,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57329,163,8733,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57329,170,8733,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57330,161,8245,2013-05-02,2013-05-09,2013-05-14,64,1,64
SO57330,163,8245,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57331,166,6456,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57331,169,6456,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57332,166,6696,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57332,176,6696,2013-05-02,2013-05-09,2013-05-14,55,1,55
SO57332,173,6696,2013-05-02,2013-05-09,2013-05-14,8,1,8
SO57333,8,14189,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57333,166,14189,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57334,217,5249,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57334,7,5249,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57335,174,8400,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57335,3,8400,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57335,154,8400,2013-05-02,2013-05-09,2013-05-14,24,1,24
SO57336,174,7979,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57336,155,7979,2013-05-02,2013-05-09,2013-05-14,24,1,24
SO57336,3,7979,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57337,165,17552,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57338,225,10819,2013-05-02,2013-05-09,2013-05-14,30,1,30
SO57338,169,10819,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57338,175,10819,2013-05-02,2013-05-09,2013-05-14,159,1,159
SO57339,226,285,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57339,169,285,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57339,173,285,2013-05-02,2013-05-09,2013-05-14,8,1,8
SO57340,226,198,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57340,217,198,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57340,169,198,2013-05-02,2013-05-09,2013-05-14,2,1,2
SO57341,217,1096,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57341,226,1096,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57341,173,1096,2013-05-02,2013-05-09,2013-05-14,8,1,8
SO57342,217,3662,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57342,226,3662,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57342,4,3662,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57343,217,509,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57343,226,509,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57343,4,509,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57344,226,1048,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57345,174,2075,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57345,7,2075,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57346,3,1307,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57347,174,2345,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57347,8,2345,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57347,9,2345,2013-05-02,2013-05-09,2013-05-14,50,1,50
SO57348,280,8142,2013-05-02,2013-05-09,2013-05-14,565,1,565
SO57348,167,8142,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57348,166,8142,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57349,270,6044,2013-05-02,2013-05-09,2013-05-14,1701,1,1701
SO57349,7,6044,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57349,154,6044,2013-05-02,2013-05-09,2013-05-14,24,1,24
SO57350,270,5785,2013-05-02,2013-05-09,2013-05-14,1701,1,1701
SO57350,7,5785,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57351,271,6021,2013-05-02,2013-05-09,2013-05-14,1701,1,1701
SO57351,168,6021,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57351,166,6021,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57352,279,3388,2013-05-02,2013-05-09,2013-05-14,769,1,769
SO57352,165,3388,2013-05-02,2013-05-09,2013-05-14,70,1,70
SO57352,8,3388,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57352,9,3388,2013-05-02,2013-05-09,2013-05-14,50,1,50
SO57353,75,2300,2013-05-02,2013-05-09,2013-05-14,2320,1,2320
SO57353,226,2300,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57353,217,2300,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57353,174,2300,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57353,167,2300,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57354,78,2418,2013-05-02,2013-05-09,2013-05-14,2295,1,2295
SO57354,217,2418,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57354,226,2418,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57354,3,2418,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57355,78,2347,2013-05-02,2013-05-09,2013-05-14,2295,1,2295
SO57355,174,2347,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57356,78,2379,2013-05-02,2013-05-09,2013-05-14,2295,1,2295
SO57356,174,2379,2013-05-02,2013-05-09,2013-05-14,22,1,22
SO57356,166,2379,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57356,167,2379,2013-05-02,2013-05-09,2013-05-14,10,1,10
SO57356,8,2379,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57357,295,11176,2013-05-02,2013-05-09,2013-05-14,540,1,540
SO57357,3,11176,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57358,294,10381,2013-05-02,2013-05-09,2013-05-14,540,1,540
SO57358,166,10381,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57358,168,10381,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57359,295,10390,2013-05-02,2013-05-09,2013-05-14,540,1,540
SO57359,168,10390,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57359,166,10390,2013-05-02,2013-05-09,2013-05-14,5,1,5
SO57359,7,10390,2013-05-02,2013-05-09,2013-05-14,35,1,35
SO57360,252,18320,2013-05-02,2013-05-09,2013-05-14,2384,1,2384
SO57360,177,18320,2013-05-02,2013-05-09,2013-05-14,54,1,54
SO57360,8,18320,2013-05-02,2013-05-09,2013-05-14,9,1,9
SO57361,251,6,2013-05-02,2013-05-09,2013-05-14,2384,1,2384
SO57362,91,8792,2013-05-02,2013-05-09,2013-05-14,2443,1,2443
SO57362,218,8792,2013-05-02,2013-05-09,2013-05-14,4,1,4
SO57362,229,8792,2013-05-02,2013-05-09,2013-05-14,33,1,33
SO57363,259,15500,2013-05-02,2013-05-09,2013-05-14,742,1,742
SO57363,7,15500,2013-05-02,2013-05-09,2013-05-14,35,1,35
